100 0.000104
600 0.002605
1100 0.006592
1600 0.011583
2100 0.01952
2600 0.030173
3100 0.044997
3600 0.057189
4100 0.075282
4600 0.092431
5100 0.11647
5600 0.141835
6100 0.167819
6600 0.194426
7100 0.232323
7600 0.265969
8100 0.305442
8600 0.332551
9100 0.368401
9600 0.41027
10100 0.452997
10600 0.501259
11100 0.549349
11600 0.604011
12100 0.65714
12600 0.728449
13100 0.780651
13600 0.855849
14100 0.895539
14600 0.990454
15100 1.04875
15600 1.13906
16100 1.2074
16600 1.27916
17100 1.36185
17600 1.45075
18100 1.53158
18600 1.62798
19100 1.71599
19600 1.80363
20100 1.81679
20600 1.91174
21100 2.00841
21600 2.12178
22100 2.22548
22600 2.32857
23100 2.44718
23600 2.56069
24100 2.67176
24600 2.78176
25100 2.87436
25600 3.00309
26100 3.13563
26600 3.25733
27100 3.40599
27600 3.51616
28100 3.68014
28600 3.83231
29100 3.98336
29600 4.08407
