100 2.3834e-05
200 4.0998e-05
300 8.2778e-05
400 0.000148249
500 0.000232187
600 0.000322198
700 0.000429224
800 0.000593316
900 0.000765146
1000 0.000452565
1100 0.000541375
1200 0.000694208
1300 0.000764315
1400 0.00103371
1500 0.00108658
1600 0.00117403
1700 0.00148806
1800 0.00164237
1900 0.0017951
2000 0.00112229
2100 0.0012251
2200 0.00126008
2300 0.00135105
2400 0.00136612
2500 0.00147049
2600 0.00162543
2700 0.00185707
2800 0.00208436
2900 0.00203952
3000 0.00223292
3100 0.00233564
3200 0.00246893
3300 0.00253258
3400 0.00274292
3500 0.00295357
3600 0.00306966
3700 0.00325815
3800 0.00344647
3900 0.00351155
4000 0.00195873
4100 0.00200037
4200 0.00218698
4300 0.00234144
4400 0.00236252
