
400000	0.0279277
800000	0.0567158
1200000	0.0863764
1600000	0.1169306
2000000	0.1482118
2400000	0.1805992
2800000	0.2119585
3200000	0.2449142
3600000	0.2778591
4000000	0.3101874
4400000	0.3432249
4800000	0.3783026
5200000	0.4098437
5600000	0.4432609
6000000	0.4784558
6400000	0.5120641
6800000	0.5491683
7200000	0.6257125
7600000	0.6566211
8000000	0.7089885
8400000	0.7011328
8800000	0.7459186
9200000	0.7850787
9600000	0.8427454
10000000 0.8552449

