100 1.1542e-05
200 1.1541e-05
300 1.1501e-05
400 1.1416e-05
500 1.1542e-05
600 1.1292e-05
700 1.15e-05
800 1.1542e-05
900 1.15e-05
1000 1.1542e-05
1100 1.1334e-05
1200 1.1542e-05
1300 1.1458e-05
1400 1.1334e-05
1500 1.1334e-05
1600 1.1542e-05
1700 1.1458e-05
1800 1.1501e-05
1900 1.15e-05
2000 1.1542e-05
2100 1.1542e-05
2200 1.15e-05
2300 1.15e-05
2400 1.1542e-05
2500 1.1542e-05
2600 1.1542e-05
2700 1.1542e-05
2800 1.1458e-05
2900 1.1375e-05
3000 1.15e-05
3100 1.1542e-05
3200 1.1375e-05
3300 1.1333e-05
3400 1.1542e-05
3500 1.1375e-05
3600 1.15e-05
3700 1.1375e-05
3800 1.15e-05
3900 1.1542e-05
4000 1.1542e-05
4100 1.15e-05
4200 1.1334e-05
4300 1.1541e-05
4400 1.1542e-05
4500 1.1459e-05
4600 1.15e-05
4700 1.15e-05
4800 1.15e-05
4900 1.1542e-05
5000 1.1542e-05
5100 1.15e-05
5200 1.15e-05
5300 1.1542e-05
5400 1.1541e-05
5500 1.15e-05
5600 1.1417e-05
5700 1.1375e-05
5800 1.1333e-05
5900 1.1375e-05
6000 1.1584e-05
6100 1.1334e-05
6200 1.1459e-05
6300 1.15e-05
6400 1.15e-05
6500 1.15e-05
6600 1.1541e-05
6700 1.1542e-05
6800 1.1542e-05
6900 1.1333e-05
7000 1.1542e-05
7100 1.15e-05
7200 1.1542e-05
7300 1.15e-05
7400 1.15e-05
7500 1.15e-05
7600 1.1375e-05
7700 1.15e-05
7800 1.1542e-05
7900 1.15e-05
8000 1.1542e-05
8100 1.15e-05
8200 1.1542e-05
8300 1.1542e-05
8400 1.1417e-05
8500 1.1542e-05
8600 1.15e-05
8700 1.1417e-05
8800 1.1459e-05
8900 1.1291e-05
9000 1.15e-05
9100 1.1542e-05
9200 1.1292e-05
9300 1.1501e-05
9400 1.1542e-05
9500 1.15e-05
9600 1.1542e-05
9700 1.1375e-05
9800 1.1334e-05
9900 1.15e-05
10000 1.1542e-05
10100 1.1542e-05
10200 1.1459e-05
10300 1.1542e-05
10400 1.1417e-05
10500 1.1542e-05
10600 1.1375e-05
10700 1.1542e-05
10800 0.000103044
10900 1.1542e-05
11000 1.15e-05
11100 1.1542e-05
11200 1.1542e-05
11300 1.1334e-05
11400 1.1542e-05
11500 1.1417e-05
11600 1.1542e-05
11700 1.1459e-05
11800 1.1375e-05
11900 1.1375e-05
12000 1.1292e-05
12100 1.1375e-05
12200 1.1292e-05
12300 1.1375e-05
12400 9.071e-05
12500 1.1333e-05
12600 1.15e-05
12700 1.1542e-05
12800 1.1542e-05
12900 1.15e-05
13000 1.15e-05
13100 1.1501e-05
13200 1.1417e-05
13300 1.1541e-05
13400 1.1375e-05
13500 1.15e-05
13600 1.1542e-05
13700 1.15e-05
13800 1.1542e-05
13900 1.1542e-05
14000 1.15e-05
14100 1.1333e-05
14200 1.1541e-05
14300 1.1542e-05
14400 1.1375e-05
14500 1.1542e-05
14600 1.1542e-05
14700 1.1542e-05
14800 1.1542e-05
14900 1.1417e-05
15000 1.1417e-05
15100 1.15e-05
15200 1.1542e-05
15300 1.1458e-05
15400 1.1542e-05
15500 1.1542e-05
15600 1.1542e-05
15700 1.15e-05
15800 1.1542e-05
15900 1.15e-05
16000 1.1417e-05
16100 1.15e-05
16200 1.15e-05
16300 1.1459e-05
16400 1.15e-05
16500 1.15e-05
16600 1.15e-05
16700 1.15e-05
16800 1.1542e-05
16900 1.1542e-05
17000 1.15e-05
17100 1.1501e-05
17200 1.1375e-05
17300 1.1376e-05
17400 1.1501e-05
17500 1.1542e-05
17600 1.1542e-05
17700 1.1542e-05
17800 1.1375e-05
17900 1.1542e-05
18000 1.1542e-05
18100 1.1542e-05
18200 1.1375e-05
18300 1.1376e-05
18400 1.1376e-05
18500 1.1375e-05
18600 1.1333e-05
18700 1.1458e-05
18800 1.1501e-05
18900 1.1458e-05
19000 1.1334e-05
19100 1.15e-05
19200 1.1542e-05
19300 1.1542e-05
19400 1.1459e-05
19500 1.1333e-05
19600 1.1542e-05
19700 1.1542e-05
19800 1.15e-05
19900 1.15e-05
20000 1.1501e-05
20100 1.1417e-05
20200 1.1417e-05
20300 1.15e-05
20400 1.15e-05
20500 1.1542e-05
20600 1.15e-05
20700 1.15e-05
20800 1.1376e-05
20900 1.1334e-05
21000 1.15e-05
21100 1.1542e-05
21200 1.1459e-05
21300 1.15e-05
21400 1.15e-05
21500 1.1459e-05
21600 1.1541e-05
21700 1.1542e-05
21800 1.1458e-05
21900 1.15e-05
22000 1.1542e-05
22100 1.1501e-05
22200 1.1292e-05
22300 1.15e-05
22400 1.1501e-05
22500 1.1542e-05
22600 1.1459e-05
22700 1.1417e-05
22800 1.1334e-05
22900 1.1417e-05
23000 1.1542e-05
23100 1.15e-05
23200 1.1417e-05
23300 1.1542e-05
23400 1.15e-05
23500 1.1459e-05
23600 1.1376e-05
23700 1.1333e-05
23800 1.1542e-05
23900 1.1417e-05
24000 1.15e-05
24100 1.1542e-05
24200 1.1376e-05
24300 1.1334e-05
24400 1.1375e-05
24500 1.1459e-05
24600 1.1334e-05
24700 1.15e-05
24800 1.1375e-05
24900 1.1333e-05
25000 1.1542e-05
25100 1.1416e-05
25200 1.15e-05
25300 1.1541e-05
25400 1.1541e-05
25500 1.1291e-05
25600 1.1501e-05
25700 1.15e-05
25800 1.1501e-05
25900 1.15e-05
26000 1.1542e-05
26100 1.1542e-05
26200 1.1459e-05
26300 1.1501e-05
26400 1.1542e-05
26500 1.1292e-05
26600 1.1501e-05
26700 1.15e-05
26800 1.1501e-05
26900 1.15e-05
27000 1.1459e-05
27100 1.15e-05
27200 1.15e-05
27300 1.1334e-05
27400 1.1333e-05
27500 1.15e-05
27600 1.15e-05
27700 1.15e-05
27800 1.1458e-05
27900 1.15e-05
28000 1.1501e-05
28100 1.1542e-05
28200 1.15e-05
28300 1.1292e-05
28400 1.1376e-05
28500 1.15e-05
28600 1.1542e-05
28700 1.15e-05
28800 1.15e-05
28900 1.1542e-05
29000 1.1542e-05
29100 1.1417e-05
