4000000 0.022235 0.023789 0.022408 0.022097 0.022266 0.022073 0.021969 0.022133 0.022039 0.022232 
8000000 0.046359 0.045415 0.045452 0.045367 0.045244 0.045595 0.045693 0.045973 0.04581 0.045681 
12000000 0.068613 0.070184 0.069077 0.069118 0.068639 0.068497 0.068253 0.068239 0.067958 0.071748 
16000000 0.088643 0.088693 0.089076 0.089248 0.088521 0.08836 0.088842 0.088541 0.088869 0.091075 
20000000 0.112009 0.114154 0.114694 0.112434 0.114236 0.111369 0.113303 0.112345 0.112459 0.112437 
24000000 0.136571 0.138578 0.136809 0.137352 0.136373 0.14439 0.137173 0.140306 0.140416 0.136961 
28000000 0.161917 0.161227 0.161625 0.160928 0.161058 0.162047 0.160816 0.163145 0.159995 0.160471 
32000000 0.187002 0.176823 0.176777 0.176352 0.176073 0.178485 0.177891 0.181729 0.177578 0.177942 
36000000 0.1961 0.197966 0.196151 0.208199 0.200189 0.200357 0.202997 0.200858 0.199123 0.196715 
40000000 0.224877 0.225293 0.224465 0.225274 0.224083 0.224349 0.227699 0.226659 0.22719 0.226255 
44000000 0.248181 0.248012 0.245607 0.245332 0.246726 0.247171 0.248057 0.248191 0.247218 0.24665 
48000000 0.280101 0.279336 0.282185 0.280921 0.28124 0.278095 0.28043 0.283696 0.282907 0.277193 
52000000 0.296359 0.295762 0.296582 0.293306 0.293161 0.293432 0.292988 0.293242 0.295695 0.297258 
56000000 0.31941 0.321176 0.323907 0.319668 0.322597 0.320684 0.320077 0.320153 0.319178 0.319672 
60000000 0.330046 0.333589 0.328006 0.332565 0.327195 0.331141 0.328093 0.33101 0.332415 0.327655 
64000000 0.347246 0.350277 0.348601 0.354091 0.351857 0.359412 0.356214 0.352573 0.353782 0.356413 
68000000 0.371417 0.369093 0.389065 0.366362 0.368022 0.368696 0.370494 0.367215 0.371991 0.367809 
72000000 0.398843 0.392898 0.395215 0.396589 0.394482 0.393706 0.393653 0.396955 0.397117 0.399647 
76000000 0.419071 0.432153 0.427355 0.419911 0.420607 0.417853 0.41995 0.420879 0.416488 0.418472 
80000000 0.442958 0.443458 0.444908 0.442907 0.447663 0.448953 0.452249 0.45103 0.448904 0.449877 
84000000 0.476285 0.471565 0.475998 0.473403 0.473003 0.469535 0.474237 0.473069 0.473135 0.474173 
88000000 0.498639 0.503192 0.499897 0.499902 0.49937 0.500562 0.501055 0.497994 0.504738 0.506184 
92000000 0.531562 0.521923 0.530034 0.526429 0.529156 0.525316 0.520131 0.52295 0.520639 0.522604 
96000000 0.553865 0.556738 0.554274 0.551022 0.554159 0.554275 0.553444 0.556251 0.557737 0.556099 
100000000 0.561474 0.570633 0.573683 0.57193 0.573964 0.563176 0.565226 0.564047 0.566581 0.570174 
