
4000	0.013685
8000	0.0524105
12000	0.1178577
16000	0.2093507
20000	0.3272508
24000	0.4726259
28000	0.6425901
32000	0.8407799
36000	1.06255
40000	1.309767
44000	1.582734
48000	1.89902
52000	2.221734
56000	2.57781
60000	2.957033
64000	3.37416
68000	3.795755
72000	4.339826
76000	4.747083
80000	5.261537
84000	5.785753
88000	6.413192
92000	7.042922
96000	7.657275
100000	8.246308

