
60 0.001471 0.00134 0.001082 0.001071 0.000976 0.001029 0.000972 0.001102 0.001045 0.001058 
120 0.007586 0.007837 0.007557 0.007721 0.007667 0.007583 0.007482 0.007478 0.007491 0.007514 
180 0.025418 0.024965 0.024834 0.024896 0.025319 0.025495 0.024912 0.02493 0.024912 0.02491 
240 0.05937 0.05861 0.058618 0.059314 0.058564 0.058615 0.05852 0.058439 0.058595 0.05887 
300 0.114659 0.115138 0.114942 0.114417 0.1142 0.114305 0.114312 0.114827 0.119441 0.114488 
360 0.197646 0.197537 0.196507 0.196582 0.197427 0.196264 0.196773 0.196849 0.196251 0.197124 
420 0.314752 0.311866 0.312588 0.312121 0.312272 0.311831 0.312528 0.312225 0.311691 0.312242 
480 0.465853 0.464523 0.46435 0.46451 0.464139 0.464243 0.464151 0.464535 0.464856 0.465417 
540 0.66489 0.663867 0.662394 0.66214 0.662111 0.661176 0.661987 0.663611 0.660498 0.661501 
600 0.906013 0.904426 0.905546 0.904563 0.9045 0.904975 0.903863 0.903713 0.904209 0.904232 
660 1.20587 1.20953 1.20538 1.20377 1.20409 1.20437 1.20427 1.20519 1.20429 1.20563 
720 1.56411 1.56096 1.56221 1.56062 1.56001 1.5616 1.56104 1.57953 1.6661 1.74502 
780 2.08363 1.98603 1.98348 1.98492 1.98524 1.98515 1.98351 1.98732 1.98761 1.98361 
840 2.4803 2.47329 2.47458 2.47648 2.47438 2.4758 2.47565 2.47752 2.48096 2.47685 
900 3.04564 3.0397 3.0411 3.04148 3.04439 3.04037 3.04071 3.04287 3.04096 3.041 
960 3.86053 3.80326 3.69113 3.68988 3.69503 3.68696 3.68596 3.69389 3.69499 3.6882 
1020 4.42929 4.42244 4.42603 4.42358 4.42485 4.42706 4.42461 4.42233 4.42288 4.75117 
1080 5.35757 5.25453 5.25067 5.25544 5.25135 5.29905 5.2558 5.29302 5.26061 5.25179 
1140 6.18566 6.17757 6.47677 6.21516 6.18179 6.18401 6.18738 6.18979 6.18502 6.18543 
1200 7.21969 7.21441 7.21601 7.21798 7.21672 7.21524 7.22928 7.24192 7.54649 7.21743 
1260 8.36006 8.36242 8.3663 8.3657 8.88557 8.36625 8.36718 8.36065 8.35163 8.35213 
1320 9.63858 9.63577 9.64032 9.62246 9.62689 9.62835 9.62913 9.6461 9.63187 9.63677 
1380 11.3225 11.0865 11.0032 11.0094 10.9944 10.9934 10.9924 10.9848 10.9999 11.0081 
1440 12.5359 12.5284 12.5188 12.5118 12.5052 12.51 12.4984 12.5004 12.5288 12.5304 
1500 14.7965 14.202 14.1837 14.1781 14.1671 14.1855 14.1735 14.156 14.1988 14.1813 
