
400000	0.0508621
800000	0.1058222
1200000	0.1630979
1600000	0.2216881
2000000	0.2806205
2400000	0.3413742
2800000	0.4020371
3200000	0.4616384
3600000	0.5233502
4000000	0.5844746
4400000	0.6477136
4800000	0.7086967
5200000	0.7710292
5600000	0.8331474
6000000	0.8954168
6400000	0.9596896
6800000	1.027132
7200000	1.087501
7600000	1.15403
8000000	1.217409
8400000	1.303428
8800000	1.401386
9200000	1.438487
9600000	1.481707
10000000 1.577475

